Bachelier price surface,Time to maturity,Strikes,European call price
,155,157.5,160,162.5,165,167.5,170,172.5,175,177.5,180,182.5,185,187.5,190,192.5
0.0192308,20.1132,17.6151,15.1169,12.6187,10.1205,7.62236,5.12419,2.62601,0.134363,3.33067e-104,0,0,0,0,0,0
0.0384615,20.2264,17.73,15.2337,12.7373,10.241,7.74463,5.24828,2.75193,0.258735,1.2415e-47,3.66239e-206,0,0,0,0,0
0.0576923,20.3394,17.8449,15.3504,12.8559,10.3613,7.86681,5.37228,2.87776,0.384725,6.20636e-29,9.57936e-131,3.55292e-308,0,0,0,0
0.0769231,20.4524,17.9597,15.467,12.9743,10.4816,7.9889,5.4962,3.00349,0.511498,1.03112e-19,3.65827e-93,2.50498e-223,0,0,0,0
0.0961538,20.5653,18.0744,15.5835,13.0927,10.6018,8.1109,5.62002,3.12914,0.638592,1.86246e-16,1.01606e-70,1.59925e-172,1.06995e-319,0,0,0
0.115385,20.6781,18.1891,15.7,13.2109,10.7219,8.23282,5.74375,3.25469,0.765788,1.62871e-12,7.57426e-56,9.66943e-139,1.91354e-259,0,0,0
0.134615,20.7909,18.3036,15.8164,13.3291,10.8419,8.35464,5.86739,3.38015,0.892983,6.91221e-10,2.65528e-45,1.0911e-114,1.75132e-216,0,0,0
0.153846,20.9035,18.4181,15.9327,13.4472,10.9618,8.47637,5.99095,3.50552,1.02013,5.5041e-08,1.83351e-37,1.02063e-96,2.49595e-184,2.68154e-300,0,0
0.173077,21.0161,18.5325,16.0489,13.5652,11.0816,8.59802,6.11441,3.6308,1.1472,1.47724e-06,1.98675e-31,8.4138e-83,2.21526e-159,3.6261e-261,0,0
0.192308,21.1286,18.6468,16.165,13.6832,11.2014,8.71958,6.23778,3.75598,1.27419,1.873e-05,1.17368e-26,1.00523e-71,1.77501e-139,6.46196e-230,0,0
